item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel,merchant-shipping-group,status,Minimum order quantity,Sell remainder
Spigen Tough Armor Kompatibel mit Apple Watch Hülle für 42mm Serie 3 / Serie 2/1 / Original (2015) Silber,"The Tough Armor for the Apple Watch is made for the extreme. Its dual layers are built to withstand even the toughest bumps so your watch stays damage-free in all terrains. Even with the intense amount of protection it offers, the Tough Armor is designed to stay slim without adding any unnecessary bulk. Give your Apple Watch the protection it deserves with the Tough Armor.",1121SBJ9J9K,059CS22634DEPX,13.99,,21/11/2017 11:08:36 MET,,y,4,,,11.0,,,,B076CCSL7D,,,,,,8809565303791,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Wasserdichte Handyhülle [Aqua Shield] [2 Stick] IPX8 wasserfeste Handytasche unterwasser Hülle kompatibel mit iPhone 16/15/14/13 Serien, Galaxy S25/S24/S23 und Allen Smartphones - Crystal Clear","Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0624ZK8KQS4,AMP04528PAN,18.99,,24/06/2022 10:52:49 MEST,,y,4,,,11.0,,,,B09Y8QSHSS,,,,,,8809811860818,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen O-Mag Handy Ring Halterung Magnetisch für MagSafe, Handy Ständer Magnetic Phone Ring Holder Kompatibel mit iPhone 17 17e 16 Pro Max Air, Pixel 10 Pro Fold XL, Samsung Galaxy S26 Ultra - Schwarz",,0831BXGB4RH,amzn.gr.AMP03120PAN-M4X-umZfdf59UKplI-GD,16.99,,31/08/2024 08:17:18 MEST,,y,1,,,3.0,,,,B0B47QXCBV,,,,,,B0B47QXCBV,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Liquid Air Kompatibel mit iPhone 13 mini Hülle Handyhülle dünn silikon -Schwarz,,1207ZQESX5M,"amzn.gr.""ACS03315PAN""-LZmq8BUIlgioTsk-LN",11.69,,07/12/2022 02:41:28 MET,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B096HHNQX1,,,,,,B096HHNQX1,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Crystal Pack Hülle Kompatibel mit Samsung Galaxy S21 FE,,0616YVLGUV3,ACS03640V,,0.0,16/06/2021 11:10:41 MEST,,y,1,,,11.0,,,,B097BTFWG6,,,,,,B097BTFWG6,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Tough Armor Kompatibel mit Apple Watch Hülle für 44mm Serie 6/SE/5/4 - Silber,"The Tough Armor for the Apple Watch is made for the extreme. Its dual layers are built to withstand even the toughest bumps so your watch stays damage-free in all terrains. Even with the intense amount of protection it offers, the Tough Armor is designed to stay slim without adding any unnecessary bulk. Give your Apple Watch the protection it deserves with the Tough Armor.",1029UZ9QVFE,062CS24478DEP,13.99,,29/10/2018 07:21:52 MET,,y,4,,,11.0,,,,B07HSN7GZ1,,,,,,8809613760446,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Rugged Armor Hülle Kompatibel mit Xiaomi 13 Pro -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0718ZXWKIZL,ACS05325PAN,14.99,,18/07/2022 08:19:04 MEST,,y,4,,,11.0,,,,B0B52F63R2,,,,,,8809811867503,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen wasserdichte Handyhülle [Aqua Shield] [2 Stick] IPX8 wasserfeste Handytasche Hülle kompatibel mit iPhone 16/15/14/13 Serien, Galaxy S25/S24/S23 und Allen Smartphones - Crystal Clear",Hochwertiges und vielseitiges Design,0510YPRTVW9,AMP03098PAN,14.99,,10/05/2021 09:59:37 MEST,,y,4,,,11.0,,,,B094JBDRKX,,,,,,8809756648588,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Liquid Air Kompatibel mit iPhone 13 mini Hülle Handyhülle dünn silikon -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0911YNVTBU7,ACS03315PAN,15.5,,11/09/2021 03:02:48 MEST,,y,4,,,11.0,,,,B096HHNQX1,,,,,,8809811850635,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Thin Fit Hülle Kompatibel mit iPhone 14 Pro Max -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0907ZL11YR8,ACS04766PAN,15.99,,07/09/2022 07:31:25 MEST,,y,4,,,11.0,,,,B0B1P6K7JR,,,,,,8809811862997,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen iPhone X Hülle, [Reventon] Variation Parent",,0411UFHMEFE,057CS22178V,,0.0,11/04/2018 11:39:14 MEST,,y,1,,,11.0,,,,B07C3TBP7G,,,,,,B07C3TBP7G,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Neo Hybrid Hülle Kompatibel mit iPhone 12 Pro und Kompatibel mit iPhone 12 -Gunmetal,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",1013XT5RZP1,ACS01711PAN,20.99,,13/10/2020 08:15:44 MEST,,y,4,,,11.0,,,,B08BGCGZRW,,,,,,8809710756595,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit iPhone 17 Pro, iPhone 17 Pro Max, iPhone 15 Pro, iPhone 15 Pro Max, 2 Stück, Tiefblau, Individuelle Kameraprotektion, 9H Härte Folie",,1017AN5P2VS,AGL07164EUP,18.99,,17/10/2023 04:51:29 MEST,,y,4,,,11.0,,,,B0CJ5SVBKZ,,,,,,8809971220552,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
